index,Product,Product_ID,Arrival,Weight(kg)
10875,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2015-12-19,27.5
10876,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2015-12-19,45.0
10877,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2015-12-19,40.0
10878,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2015-12-20,85.0
10879,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2015-12-20,75.0
10880,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2015-12-20,45.0
10881,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2015-12-20,45.0
10882,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2015-12-20,42.5
10883,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2015-12-20,425.0
10884,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2015-12-20,75.0
10885,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2015-12-20,65.0
10886,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2015-12-20,28.5
10887,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2015-12-20,22.5
10888,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2015-12-20,27.5
10889,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2015-12-20,47.5
10890,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2015-12-20,45.0
10891,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2015-12-21,85.0
10892,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2015-12-21,75.0
10893,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2015-12-21,45.0
10894,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2015-12-21,55.0
10895,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2015-12-21,45.0
10896,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2015-12-21,425.0
10897,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2015-12-21,75.0
10898,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2015-12-21,65.0
10899,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2015-12-21,28.5
10900,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2015-12-21,22.5
10901,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2015-12-21,27.5
10902,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2015-12-21,45.0
10903,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2015-12-21,45.0
10904,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2015-12-22,95.0
10905,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2015-12-22,75.0
10906,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2015-12-22,45.0
10907,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2015-12-22,55.0
10908,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2015-12-22,45.0
10909,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2015-12-22,425.0
10910,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2015-12-22,75.0
10911,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2015-12-22,65.0
10912,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2015-12-22,28.5
10913,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2015-12-22,22.5
10914,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2015-12-22,27.5
10915,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2015-12-22,45.0
10916,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2015-12-22,45.0
10917,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2015-12-23,85.0
10918,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2015-12-23,75.0
10919,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2015-12-23,45.0
10920,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2015-12-23,45.0
10921,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2015-12-23,45.0
10922,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2015-12-23,425.0
10923,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2015-12-23,75.0
10924,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2015-12-23,65.0
10925,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2015-12-23,28.5
10926,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2015-12-23,22.5
10927,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2015-12-23,27.5
10928,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2015-12-23,45.0
10929,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2015-12-23,45.0
10930,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2015-12-24,95.0
10931,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2015-12-24,75.0
10932,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2015-12-24,45.0
10933,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2015-12-24,55.0
10934,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2015-12-24,45.0
10935,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2015-12-24,425.0
10936,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2015-12-24,95.0
10937,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2015-12-24,65.0
10938,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2015-12-24,38.5
10939,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2015-12-24,22.5
10940,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2015-12-24,27.5
10941,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2015-12-24,45.0
10942,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2015-12-24,45.0
10943,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2015-12-25,90.0
10944,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2015-12-25,75.0
10945,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2015-12-25,41.5
10946,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2015-12-25,55.0
10947,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2015-12-25,47.5
10948,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2015-12-25,425.0
10949,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2015-12-25,90.0
10950,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2015-12-25,65.0
10951,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2015-12-25,27.0
10952,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2015-12-25,23.5
10953,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2015-12-25,33.0
10954,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2015-12-25,45.0
10955,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2015-12-25,48.5
10956,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2015-12-26,95.0
10957,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2015-12-26,75.0
10958,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2015-12-26,48.5
10959,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2015-12-26,65.0
10960,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2015-12-26,50.0
10961,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2015-12-26,425.0
10962,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2015-12-26,95.0
10963,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2015-12-26,65.0
10964,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2015-12-26,28.0
10965,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2015-12-26,24.0
10966,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2015-12-26,32.5
10967,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2015-12-26,55.0
10968,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2015-12-26,55.0
10969,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2015-12-27,95.0
10970,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2015-12-27,75.0
10971,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2015-12-27,55.0
10972,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2015-12-27,55.0
10973,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2015-12-27,45.0
10974,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2015-12-27,95.0
10975,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2015-12-27,65.0
10976,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2015-12-27,27.5
10977,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2015-12-27,22.5
10978,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2015-12-27,27.5
10979,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2015-12-27,55.0
10980,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2015-12-27,45.0
10981,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2015-12-28,85.0
10982,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2015-12-28,75.0
10983,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2015-12-28,45.0
10984,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2015-12-28,55.0
10985,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2015-12-28,45.0
10986,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2015-12-28,155.0
10987,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2015-12-28,425.0
10988,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2015-12-28,95.0
10989,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2015-12-28,65.0
10990,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2015-12-28,28.5
10991,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2015-12-28,22.5
10992,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2015-12-28,27.5
10993,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2015-12-28,55.0
10994,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2015-12-28,45.0
10995,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2015-12-29,85.0
10996,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2015-12-29,75.0
10997,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2015-12-29,45.0
10998,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2015-12-29,55.0
10999,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2015-12-29,45.0
11000,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2015-12-29,145.0
11001,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2015-12-29,425.0
11002,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2015-12-29,135.0
11003,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2015-12-29,65.0
11004,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2015-12-29,27.5
11005,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2015-12-29,22.5
11006,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2015-12-29,27.5
11007,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2015-12-29,55.0
11008,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2015-12-29,45.0
11009,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2015-12-30,85.0
11010,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2015-12-30,75.0
11011,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2015-12-30,42.5
11012,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2015-12-30,55.0
11013,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2015-12-30,47.5
11014,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2015-12-30,145.0
11015,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2015-12-30,450.0
11016,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2015-12-30,135.0
11017,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2015-12-30,65.0
11018,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2015-12-30,27.5
11019,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2015-12-30,21.0
11020,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2015-12-30,27.5
11021,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2015-12-30,52.5
11022,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2015-12-30,42.5
11023,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2015-12-31,85.0
11024,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2015-12-31,75.0
11025,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2015-12-31,45.0
11026,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2015-12-31,55.0
11027,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2015-12-31,45.0
11028,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2015-12-31,145.0
11029,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2015-12-31,425.0
11030,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2015-12-31,115.0
11031,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2015-12-31,65.0
11032,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2015-12-31,28.5
11033,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2015-12-31,22.5
11034,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2015-12-31,27.5
11035,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2015-12-31,55.0
11036,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2015-12-31,45.0
11037,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-01-01,85.0
11038,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-01-01,75.0
11039,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-01-01,45.0
11040,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2016-01-01,55.0
11041,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-01-01,45.0
11042,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2016-01-01,145.0
11043,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-01-01,425.0
11044,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-01-01,135.0
11045,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-01-01,65.0
11046,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-01-01,28.5
11047,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-01-01,22.5
11048,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2016-01-01,27.5
11049,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-01-01,55.0
11050,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-01-01,45.0
11051,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-01-02,90.0
11052,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-01-02,75.0
11053,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-01-02,40.0
11054,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2016-01-02,55.0
11055,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-01-02,47.5
11056,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2016-01-02,145.0
11057,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-01-02,425.0
11058,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-01-02,65.0
11059,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-01-02,29.5
11060,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-01-02,23.0
11061,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2016-01-02,28.5
11062,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-01-02,55.0
11063,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-01-02,39.5
11064,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-01-03,85.0
11065,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-01-03,75.0
11066,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-01-03,45.0
11067,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2016-01-03,55.0
11068,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2016-01-03,145.0
11069,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-01-03,425.0
11070,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-01-03,95.0
11071,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-01-03,65.0
11072,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-01-03,29.0
11073,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-01-03,22.5
11074,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2016-01-03,27.5
11075,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-01-03,45.0
11076,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-01-03,35.0
11077,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-01-04,95.0
11078,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-01-04,75.0
11079,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-01-04,45.0
11080,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-01-04,45.0
11081,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2016-01-04,145.0
11082,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-01-04,425.0
11083,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-01-04,95.0
11084,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-01-04,65.0
11085,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-01-04,28.5
11086,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-01-04,22.5
11087,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2016-01-04,27.5
11088,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-01-04,45.0
11089,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-01-04,35.0
11090,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-01-05,95.0
11091,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-01-05,75.0
11092,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-01-05,45.0
11093,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2016-01-05,45.0
11094,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-01-05,37.5
11095,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2016-01-05,145.0
11096,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-01-05,425.0
11097,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-01-05,65.0
11098,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-01-05,65.0
11099,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-01-05,28.5
11100,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-01-05,22.5
11101,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2016-01-05,27.5
11102,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-01-05,45.0
11103,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-01-05,27.5
11104,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-01-06,95.0
11105,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-01-06,75.0
11106,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-01-06,45.0
11107,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2016-01-06,45.0
11108,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-01-06,37.5
11109,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2016-01-06,145.0
11110,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-01-06,425.0
11111,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-01-06,85.0
11112,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-01-06,65.0
11113,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-01-06,28.5
11114,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-01-06,22.5
11115,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2016-01-06,27.5
11116,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-01-06,45.0
11117,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-01-06,25.0
11118,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-01-07,95.0
11119,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-01-07,65.0
11120,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-01-07,45.0
11121,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2016-01-07,45.0
11122,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-01-07,37.5
11123,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2016-01-07,145.0
11124,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-01-07,425.0
11125,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-01-07,115.0
11126,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-01-07,55.0
11127,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-01-07,29.0
11128,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-01-07,22.5
11129,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2016-01-07,35.0
11130,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-01-07,45.0
11131,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-01-07,17.5
11132,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-01-08,95.0
11133,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-01-08,65.0
11134,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-01-08,45.0
11135,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2016-01-08,45.0
11136,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-01-08,37.5
11137,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2016-01-08,145.0
11138,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-01-08,425.0
11139,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-01-08,115.0
11140,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-01-08,55.0
11141,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-01-08,29.0
11142,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-01-08,22.5
11143,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2016-01-08,35.0
11144,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-01-08,42.5
11145,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-01-08,17.5
11146,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-01-09,90.0
11147,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-01-09,65.0
11148,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-01-09,43.0
11149,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2016-01-09,45.0
11150,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-01-09,40.0
11151,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2016-01-09,145.0
11152,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-01-09,425.0
11153,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-01-09,125.0
11154,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-01-09,55.0
11155,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-01-09,28.5
11156,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-01-09,22.5
11157,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2016-01-09,33.0
11158,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-01-09,41.5
11159,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-01-09,17.5
11160,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-01-10,95.0
11161,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-01-10,65.0
11162,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-01-10,45.0
11163,Brocauli,1bfd97a0-d2d6-4d16-87c3-b83484b9b309,2016-01-10,42.5
11164,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-01-10,37.5
11165,Grapes,73b05417-910e-433e-8828-ba093cc73a81,2016-01-10,145.0
11166,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-01-10,425.0
11167,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-01-10,125.0
11168,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-01-10,55.0
11169,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-01-10,29.0
11170,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-01-10,22.5
11171,Raddish Red,bb4d8c4d-fa24-49b8-b860-6b570e6571dc,2016-01-10,27.5
11172,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-01-10,42.5
11173,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-01-10,17.5
11174,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-01-11,85.0
