index,Product,Product_ID,Arrival,Maximum,Weight(kg)
12654,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-04-22,30.0,27.5
12655,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-04-22,25.0,22.5
12656,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-04-23,110.0,105.0
12657,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-04-23,110.0,105.0
12658,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-04-23,60.0,57.5
12659,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-04-23,80.0,75.0
12660,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-04-23,70.0,67.5
12661,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-04-23,140.0,135.0
12662,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-04-23,50.0,45.0
12663,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-04-23,450.0,425.0
12664,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2016-04-23,130.0,125.0
12665,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2016-04-23,60.0,55.0
12666,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2016-04-23,65.0,62.5
12667,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2016-04-23,26.0,24.0
12668,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2016-04-23,22.0,21.0
12669,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-04-23,30.0,29.0
12670,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-04-23,30.0,27.5
12671,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-04-24,110.0,105.0
12672,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-04-24,100.0,95.0
12673,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-04-24,50.0,45.0
12674,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-04-24,45.0,42.5
12675,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-04-24,60.0,55.0
12676,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-04-24,110.0,105.0
12677,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-04-24,60.0,55.0
12678,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-04-24,450.0,425.0
12679,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2016-04-24,130.0,125.0
12680,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2016-04-24,60.0,55.0
12681,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2016-04-24,70.0,67.5
12682,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2016-04-24,28.0,26.5
12683,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2016-04-24,25.0,22.5
12684,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-04-24,40.0,35.0
12685,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-04-24,35.0,32.5
12686,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-04-25,110.0,105.0
12687,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-04-25,100.0,95.0
12688,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-04-25,40.0,35.0
12689,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-04-25,55.0,52.5
12690,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-04-25,60.0,55.0
12691,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-04-25,110.0,105.0
12692,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-04-25,60.0,55.0
12693,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-04-25,450.0,425.0
12694,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2016-04-25,130.0,125.0
12695,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2016-04-25,60.0,55.0
12696,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2016-04-25,70.0,67.5
12697,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2016-04-25,30.0,27.5
12698,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2016-04-25,25.0,22.5
12699,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-04-25,40.0,35.0
12700,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-04-25,40.0,35.0
12701,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-04-26,110.0,105.0
12702,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-04-26,100.0,95.0
12703,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-04-26,50.0,45.0
12704,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-04-26,55.0,52.5
12705,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-04-26,60.0,55.0
12706,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-04-26,110.0,105.0
12707,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-04-26,60.0,55.0
12708,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-04-26,450.0,425.0
12709,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2016-04-26,130.0,125.0
12710,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2016-04-26,60.0,55.0
12711,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2016-04-26,70.0,67.5
12712,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2016-04-26,30.0,27.5
12713,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2016-04-26,25.0,22.5
12714,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-04-26,40.0,35.0
12715,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-04-26,40.0,35.0
12716,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-04-27,110.0,105.0
12717,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-04-27,100.0,95.0
12718,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-04-27,60.0,55.0
12719,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-04-27,55.0,52.5
12720,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-04-27,70.0,67.5
12721,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-04-27,160.0,155.0
12722,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-04-27,60.0,55.0
12723,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-04-27,450.0,425.0
12724,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2016-04-27,130.0,125.0
12725,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2016-04-27,70.0,65.0
12726,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2016-04-27,70.0,67.5
12727,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2016-04-27,30.0,27.5
12728,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2016-04-27,25.0,22.5
12729,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-04-27,45.0,40.0
12730,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-04-27,45.0,40.0
12731,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-04-28,110.0,105.0
12732,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-04-28,100.0,95.0
12733,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-04-28,60.0,55.0
12734,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-04-28,60.0,55.0
12735,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-04-28,70.0,67.5
12736,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-04-28,110.0,105.0
12737,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-04-28,60.0,55.0
12738,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-04-28,450.0,425.0
12739,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2016-04-28,130.0,125.0
12740,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2016-04-28,80.0,75.0
12741,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2016-04-28,70.0,65.0
12742,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2016-04-28,30.0,27.5
12743,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2016-04-28,24.0,22.0
12744,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-04-28,45.0,42.5
12745,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-04-28,45.0,41.5
12746,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-04-29,110.0,105.0
12747,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-04-29,100.0,95.0
12748,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-04-29,60.0,55.0
12749,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-04-29,65.0,62.5
12750,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-04-29,60.0,55.0
12751,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-04-29,110.0,105.0
12752,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-04-29,50.0,45.0
12753,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-04-29,450.0,425.0
12754,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2016-04-29,130.0,125.0
12755,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2016-04-29,80.0,75.0
12756,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2016-04-29,70.0,67.5
12757,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2016-04-29,30.0,27.5
12758,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2016-04-29,25.0,22.5
12759,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-04-29,50.0,47.5
12760,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-04-29,50.0,47.5
12761,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-04-30,110.0,105.0
12762,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-04-30,100.0,95.0
12763,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-04-30,55.0,50.0
12764,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-04-30,65.0,62.5
12765,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-04-30,60.0,55.0
12766,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-04-30,110.0,105.0
12767,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-04-30,50.0,45.0
12768,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-04-30,450.0,425.0
12769,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2016-04-30,130.0,125.0
12770,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2016-04-30,80.0,75.0
12771,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2016-04-30,70.0,67.5
12772,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2016-04-30,30.0,27.5
12773,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2016-04-30,25.0,22.5
12774,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-04-30,50.0,47.5
12775,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-04-30,45.0,42.5
12776,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-05-01,130.0,120.0
12777,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-05-01,130.0,125.0
12778,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-05-01,50.0,45.0
12779,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-05-01,65.0,60.0
12780,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-05-01,50.0,45.0
12781,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-05-01,130.0,125.0
12782,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-05-01,50.0,45.0
12783,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-05-01,450.0,425.0
12784,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2016-05-01,130.0,125.0
12785,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2016-05-01,70.0,65.0
12786,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2016-05-01,75.0,70.0
12787,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2016-05-01,30.0,27.5
12788,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2016-05-01,25.0,22.5
12789,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-05-01,45.0,42.5
12790,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-05-01,42.0,36.0
12791,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-05-02,110.0,105.0
12792,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-05-02,100.0,95.0
12793,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-05-02,60.0,55.0
12794,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-05-02,60.0,55.0
12795,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-05-02,60.0,55.0
12796,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-05-02,120.0,115.0
12797,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-05-02,140.0,135.0
12798,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-05-02,450.0,425.0
12799,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2016-05-02,140.0,135.0
12800,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2016-05-02,60.0,55.0
12801,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2016-05-02,80.0,75.0
12802,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2016-05-02,33.0,31.5
12803,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2016-05-02,26.0,25.0
12804,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-05-02,50.0,45.0
12805,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-05-02,50.0,45.0
12806,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-05-03,130.0,125.0
12807,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-05-03,100.0,95.0
12808,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-05-03,60.0,55.0
12809,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-05-03,65.0,62.5
12810,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-05-03,60.0,55.0
12811,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-05-03,140.0,135.0
12812,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-05-03,40.0,35.0
12813,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-05-03,450.0,425.0
12814,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2016-05-03,60.0,55.0
12815,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2016-05-03,85.0,82.5
12816,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2016-05-03,33.0,31.5
12817,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2016-05-03,26.0,25.0
12818,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-05-03,45.0,42.5
12819,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-05-03,50.0,45.0
12820,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-05-04,130.0,125.0
12821,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-05-04,100.0,95.0
12822,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-05-04,50.0,47.5
12823,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-05-04,60.0,55.0
12824,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-05-04,60.0,55.0
12825,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-05-04,130.0,125.0
12826,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-05-04,40.0,35.0
12827,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-05-04,450.0,425.0
12828,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2016-05-04,130.0,125.0
12829,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2016-05-04,60.0,55.0
12830,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2016-05-04,95.0,92.5
12831,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2016-05-04,33.0,30.5
12832,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2016-05-04,26.0,25.0
12833,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-05-04,50.0,47.5
12834,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-05-04,60.0,55.0
12835,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-05-05,110.0,105.0
12836,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-05-05,100.0,95.0
12837,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-05-05,60.0,55.0
12838,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-05-05,60.0,57.5
12839,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-05-05,60.0,55.0
12840,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-05-05,140.0,135.0
12841,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-05-05,30.0,27.5
12842,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-05-05,450.0,425.0
12843,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2016-05-05,130.0,125.0
12844,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2016-05-05,60.0,55.0
12845,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2016-05-05,85.0,82.5
12846,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2016-05-05,33.0,30.5
12847,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2016-05-05,26.0,25.0
12848,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-05-05,60.0,55.0
12849,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-05-05,70.0,65.0
12850,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-05-06,110.0,105.0
12851,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-05-06,100.0,95.0
12852,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-05-06,55.0,52.5
12853,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-05-06,60.0,57.5
12854,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-05-06,60.0,55.0
12855,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-05-06,140.0,135.0
12856,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-05-06,30.0,27.5
12857,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-05-06,450.0,425.0
12858,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2016-05-06,130.0,125.0
12859,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2016-05-06,70.0,65.0
12860,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2016-05-06,85.0,82.5
12861,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2016-05-06,32.0,30.0
12862,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2016-05-06,26.0,25.0
12863,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-05-06,60.0,55.0
12864,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-05-06,65.0,62.5
12865,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-05-07,110.0,105.0
12866,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-05-07,100.0,95.0
12867,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-05-07,60.0,55.0
12868,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-05-07,60.0,57.5
12869,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-05-07,60.0,55.0
12870,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-05-07,140.0,135.0
12871,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-05-07,35.0,32.5
12872,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-05-07,450.0,425.0
12873,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2016-05-07,130.0,125.0
12874,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2016-05-07,40.0,37.5
12875,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2016-05-07,85.0,82.5
12876,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2016-05-07,32.0,30.0
12877,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2016-05-07,26.0,25.0
12878,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-05-07,60.0,55.0
12879,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-05-07,65.0,62.5
12880,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-05-08,110.0,105.0
12881,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-05-08,100.0,95.0
12882,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-05-08,50.0,45.0
12883,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-05-08,90.0,85.0
12884,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-05-08,60.0,55.0
12885,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-05-08,130.0,125.0
12886,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-05-08,30.0,27.5
12887,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-05-08,450.0,425.0
12888,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2016-05-08,140.0,135.0
12889,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2016-05-08,60.0,55.0
12890,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2016-05-08,85.0,82.5
12891,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2016-05-08,33.0,30.5
12892,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2016-05-08,26.0,25.0
12893,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-05-08,50.0,47.5
12894,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-05-08,60.0,55.0
12895,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-05-09,110.0,105.0
12896,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-05-09,100.0,95.0
12897,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-05-09,50.0,45.0
12898,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-05-09,90.0,85.0
12899,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-05-09,60.0,55.0
12900,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-05-09,140.0,135.0
12901,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-05-09,50.0,45.0
12902,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-05-09,450.0,425.0
12903,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2016-05-09,140.0,135.0
12904,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2016-05-09,90.0,87.5
12905,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2016-05-09,35.0,32.5
12906,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2016-05-09,26.0,25.0
12907,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-05-09,50.0,45.0
12908,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-05-09,60.0,55.0
12909,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-05-10,110.0,105.0
12910,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-05-10,100.0,95.0
12911,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-05-10,50.0,45.0
12912,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-05-10,80.0,77.5
12913,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-05-10,60.0,55.0
12914,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-05-10,130.0,125.0
12915,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-05-10,50.0,45.0
12916,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-05-10,450.0,425.0
12917,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2016-05-10,130.0,125.0
12918,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2016-05-10,60.0,55.0
12919,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2016-05-10,90.0,87.5
12920,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2016-05-10,35.0,32.5
12921,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2016-05-10,26.0,25.0
12922,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2016-05-10,50.0,47.5
12923,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2016-05-10,60.0,55.0
12924,Apple,3d7baeff-1387-490a-9981-04234e88299a,2016-05-11,110.0,105.0
12925,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2016-05-11,100.0,95.0
12926,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2016-05-11,60.0,55.0
12927,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2016-05-11,80.0,75.0
12928,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2016-05-11,60.0,55.0
12929,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2016-05-11,140.0,135.0
12930,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2016-05-11,40.0,35.0
12931,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2016-05-11,450.0,425.0
