index,Product,Product_ID,Arrival,Maximum,Weight(kg)
1713,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-01,50.0,93
1714,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-01,240.0,51
1715,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-01,400.0,31
1716,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-12-01,70.0,149
1717,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-01,60.0,181
1718,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-01,32.0,124
1719,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-01,28.0,179
1720,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-01,30.0,39
1721,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-01,80.0,189
1722,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-01,50.0,20
1723,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-02,110.0,130
1724,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-02,60.0,22
1725,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-02,30.0,118
1726,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-02,40.0,26
1727,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-02,50.0,56
1728,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-02,240.0,126
1729,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-02,400.0,20
1730,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-12-02,100.0,94
1731,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-02,60.0,59
1732,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-02,32.0,47
1733,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-02,28.0,129
1734,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-02,30.0,179
1735,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-02,80.0,156
1736,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-02,50.0,172
1737,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-03,110.0,76
1738,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-03,50.0,146
1739,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-03,30.0,79
1740,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-03,35.0,164
1741,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-03,50.0,68
1742,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-03,220.0,199
1743,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-03,400.0,162
1744,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-12-03,100.0,62
1745,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-03,70.0,62
1746,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-03,32.0,177
1747,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-03,28.0,179
1748,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-03,30.0,38
1749,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-03,70.0,116
1750,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-03,50.0,67
1751,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-04,110.0,146
1752,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-04,50.0,104
1753,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-04,35.0,119
1754,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-04,40.0,22
1755,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-04,50.0,150
1756,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-04,220.0,105
1757,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-04,400.0,60
1758,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-12-04,100.0,170
1759,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-04,60.0,170
1760,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-04,32.0,187
1761,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-04,28.0,174
1762,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-04,30.0,169
1763,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-04,60.0,18
1764,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-04,45.0,38
1765,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-05,110.0,106
1766,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-05,50.0,126
1767,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-05,30.0,141
1768,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-05,35.0,153
1769,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-05,50.0,44
1770,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-05,220.0,130
1771,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-05,400.0,172
1772,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-12-05,100.0,94
1773,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-05,60.0,77
1774,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-05,32.0,122
1775,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-05,30.0,187
1776,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-05,30.0,103
1777,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-05,50.0,114
1778,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-05,30.0,144
1779,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-06,110.0,55
1780,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-06,50.0,91
1781,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-06,35.0,69
1782,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-06,40.0,103
1783,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-06,50.0,110
1784,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-06,240.0,130
1785,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-06,400.0,42
1786,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-12-06,100.0,65
1787,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-06,70.0,32
1788,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-06,32.0,163
1789,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-06,30.0,194
1790,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-06,30.0,164
1791,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-06,50.0,156
1792,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-06,30.0,65
1793,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-08,110.0,172
1794,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-08,50.0,131
1795,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-08,30.0,69
1796,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-08,40.0,178
1797,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-08,45.0,163
1798,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-08,240.0,174
1799,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-08,400.0,19
1800,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-12-08,100.0,75
1801,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-08,70.0,179
1802,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-08,34.0,40
1803,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-08,30.0,40
1804,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-08,30.0,92
1805,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-08,60.0,46
1806,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-08,30.0,32
1807,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-09,110.0,65
1808,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-09,50.0,47
1809,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-09,25.0,86
1810,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-09,45.0,148
1811,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-09,45.0,48
1812,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-09,220.0,91
1813,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-12-09,140.0,84
1814,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-09,400.0,90
1815,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-12-09,90.0,37
1816,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-09,60.0,193
1817,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-09,32.0,123
1818,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-09,30.0,126
1819,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-09,30.0,35
1820,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-09,50.0,51
1821,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-09,30.0,11
1822,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-10,110.0,124
1823,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-10,50.0,173
1824,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-10,25.0,65
1825,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-10,40.0,15
1826,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-10,45.0,135
1827,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-10,220.0,137
1828,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-12-10,140.0,61
1829,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-10,400.0,20
1830,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-12-10,80.0,92
1831,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-10,60.0,109
1832,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-10,32.0,175
1833,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-10,30.0,190
1834,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-10,30.0,192
1835,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-10,60.0,151
1836,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-10,35.0,165
1837,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-11,110.0,12
1838,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-11,50.0,91
1839,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-11,25.0,159
1840,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-11,40.0,44
1841,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-11,40.0,116
1842,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-11,230.0,61
1843,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-11,400.0,132
1844,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-12-11,80.0,85
1845,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-11,55.0,56
1846,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-11,33.0,111
1847,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-11,30.0,28
1848,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-11,30.0,58
1849,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-11,50.0,160
1850,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-11,32.0,151
1851,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-12,110.0,147
1852,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-12,50.0,160
1853,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-12,25.0,55
1854,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-12,40.0,90
1855,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-12,40.0,197
1856,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-12,220.0,110
1857,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-12,400.0,41
1858,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-12-12,70.0,197
1859,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-12,55.0,52
1860,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-12,32.0,15
1861,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-12,30.0,61
1862,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-12,30.0,196
1863,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-12,50.0,183
1864,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-12,30.0,35
1865,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-13,120.0,10
1866,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-13,45.0,113
1867,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-13,25.0,22
1868,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-13,40.0,20
1869,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-13,40.0,191
1870,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-13,220.0,185
1871,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-13,400.0,72
1872,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-12-13,80.0,195
1873,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-13,60.0,197
1874,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-13,32.0,26
1875,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-13,30.0,132
1876,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-13,30.0,153
1877,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-13,50.0,21
1878,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-13,30.0,87
1879,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-15,110.0,173
1880,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-15,50.0,75
1881,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-15,25.0,82
1882,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-15,40.0,21
1883,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-15,200.0,51
1884,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-15,400.0,78
1885,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-12-15,80.0,13
1886,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-15,55.0,49
1887,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-15,32.0,89
1888,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-15,32.0,19
1889,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-15,30.0,169
1890,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-15,50.0,84
1891,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-15,28.0,78
1892,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-16,110.0,155
1893,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-16,50.0,182
1894,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-16,25.0,181
1895,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-16,40.0,170
1896,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-16,40.0,143
1897,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-16,220.0,89
1898,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-16,400.0,106
1899,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-12-16,80.0,95
1900,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-16,60.0,10
1901,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-16,32.0,88
1902,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-16,30.0,97
1903,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-16,30.0,107
1904,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-16,55.0,14
1905,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-16,28.0,27
1906,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-18,110.0,87
1907,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-18,50.0,187
1908,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-18,25.0,82
1909,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-18,40.0,141
1910,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-18,35.0,78
1911,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-18,200.0,190
1912,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-18,400.0,93
1913,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-12-18,80.0,189
1914,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-18,60.0,36
1915,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-18,30.0,63
1916,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-18,28.0,64
1917,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-18,30.0,141
1918,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-18,55.0,36
1919,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-18,28.0,35
1920,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-19,110.0,99
1921,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-19,50.0,114
1922,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-19,22.0,75
1923,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-19,40.0,31
1924,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-19,35.0,66
1925,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-19,200.0,73
1926,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-19,400.0,154
1927,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-19,60.0,87
1928,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-19,30.0,120
1929,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-19,28.0,164
1930,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-19,30.0,189
1931,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-19,45.0,47
1932,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-19,28.0,172
1933,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-20,110.0,83
1934,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-20,50.0,55
1935,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-20,25.0,48
1936,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-20,35.0,152
1937,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-20,32.0,161
1938,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-20,200.0,198
1939,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-12-20,100.0,68
1940,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-20,400.0,67
1941,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-20,55.0,66
1942,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-20,30.0,172
1943,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-20,28.0,146
1944,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-20,30.0,70
1945,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-20,50.0,151
1946,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-20,26.0,113
1947,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-22,110.0,48
1948,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-22,50.0,122
1949,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-22,25.0,162
1950,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-22,35.0,200
1951,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-22,35.0,179
1952,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-22,200.0,46
1953,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-12-22,100.0,89
1954,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-22,400.0,152
1955,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-12-22,160.0,18
1956,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-22,55.0,99
1957,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-22,31.0,164
1958,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-22,28.0,194
1959,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-22,30.0,103
1960,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-22,50.0,103
1961,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-22,28.0,90
1962,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-23,110.0,146
1963,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-23,50.0,195
1964,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-23,25.0,84
1965,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-23,40.0,60
1966,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-23,35.0,20
1967,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-23,200.0,146
1968,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-12-23,100.0,75
1969,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-23,400.0,36
1970,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-12-23,140.0,50
1971,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-23,55.0,139
1972,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-23,30.0,155
1973,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-23,30.0,169
1974,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-23,30.0,176
1975,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-23,50.0,55
1976,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-23,30.0,187
1977,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-24,110.0,136
1978,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-24,50.0,178
1979,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-24,20.0,14
1980,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-24,35.0,81
1981,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-24,30.0,96
1982,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-24,200.0,171
1983,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-12-24,100.0,125
1984,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-24,400.0,183
1985,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-12-24,150.0,65
1986,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-24,60.0,78
1987,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-12-24,32.0,146
1988,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-12-24,30.0,40
1989,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-12-24,30.0,179
1990,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-12-24,45.0,60
1991,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-12-24,32.0,85
1992,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-12-26,110.0,199
1993,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-12-26,50.0,138
1994,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-12-26,20.0,36
1995,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-12-26,35.0,90
1996,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-12-26,30.0,141
1997,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-12-26,200.0,184
1998,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-12-26,70.0,73
1999,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-12-26,400.0,25
2000,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-12-26,60.0,127
